Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA200,Buy_Signal,Sell_Signal,Balance,Returns
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.2490234375,135480400,,,False,False,10000.0,
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.53689575195312,146322800,,,False,False,10000.0,0.0
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.11487579345703,118387200,,,False,False,10000.0,0.0
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.7710189819336,108872000,,,False,False,10000.0,0.0
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.94164276123047,132079200,37.652157067757166,,False,False,10000.0,0.0
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.51221466064453,170108400,24.135971843492555,,False,False,10000.0,0.0
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.68290710449219,140644800,8.969328940752561,,False,False,10000.0,0.0
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.29984283447266,121532000,7.056940322558475,,False,False,10000.0,0.0
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.25603485107422,161954400,18.730868062418864,,False,False,10000.0,0.0
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.92926025390625,121923600,28.984010916456683,,False,False,10000.0,0.0
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.88037109375,108829200,33.353135074437645,,False,False,10000.0,0.0
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.73150634765625,137816400,28.615025079090813,,False,False,10000.0,0.0
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.20474243164062,110843200,51.285378331130524,,False,True,10000.0,0.0
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.48033142089844,101832400,29.11808912540114,,False,False,10000.0,0.0
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.85345458984375,104472000,17.690415848117212,,False,False,10000.0,0.0
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.62908172607422,146537600,33.369482559100675,,False,False,10000.0,0.0
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.34639739990234,161940000,82.38408882834779,,False,True,10000.0,0.0
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.47787475585938,162234000,47.41698455821287,,False,False,10000.0,0.0
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.09967803955078,216229200,37.7941386015086,,False,False,10000.0,0.0
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.98504638671875,126743200,41.12473804951229,,False,False,10000.0,0.0
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.48295593261719,199588400,61.11672254108852,,False,True,10000.0,0.0
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.27566528320312,173788400,50.46670222306038,,False,True,10000.0,0.0
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.7607650756836,136616400,48.216475931738955,,False,False,10000.0,0.0
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.3948745727539,118826800,55.07549000166148,,False,True,10000.0,0.0
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.31185150146484,105425600,47.89043259848315,,False,False,10000.0,0.0
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.23379516601562,117684000,26.70505919035115,,False,False,10000.0,0.0
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.6053695678711,109348800,22.279567634261113,,False,False,10000.0,0.0
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.13111114501953,94323200,47.46673068589414,,False,False,10000.0,0.0
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.98655700683594,113730400,35.61780187838151,,False,False,10000.0,0.0
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.41696166992188,94747600,50.91593702470506,,False,True,10000.0,0.0
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.4365234375,80113600,31.723646949727822,,False,False,10000.0,0.0
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.98198699951172,152531200,57.126822261873485,,False,True,10000.0,0.0
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.11138916015625,93984000,40.2528039878939,,False,False,10000.0,0.0
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.29979705810547,100566000,71.1656556579046,,False,True,10000.0,0.0
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.52748107910156,129554000,77.8510594847398,,False,True,10000.0,0.0
