Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA200,Buy_Signal,Sell_Signal,Balance,Returns
2020-02-10,9951.0,10350.0,9874.0,9971.0,8806.484375,4674910,42.41658240647118,,False,False,10000.0,0.0
2020-02-11,9838.0,9906.0,9603.0,9639.0,8513.2587890625,1895036,41.559774243201645,,False,False,10000.0,0.0
2020-02-12,9276.0,9439.0,9180.0,9299.0,8212.966796875,2466821,47.24409448818897,,False,False,10000.0,0.0
2020-02-13,9230.0,9848.0,9146.0,9362.0,8268.609375,13145737,53.235908141962426,,False,True,10000.0,0.0
2020-02-14,9650.0,9606.0,9155.0,9460.0,8355.1611328125,6251559,86.36748518204911,,False,True,10000.0,0.0
2020-02-17,9189.0,9331.0,9128.0,9300.0,8213.8505859375,2475404,83.7865055387714,,False,True,10000.0,0.0
2020-02-18,9400.0,9673.0,9364.0,9643.0,8516.7919921875,10605376,49.800796812749006,,False,False,10000.0,0.0
2020-02-19,10220.0,10723.0,10001.0,10600.0,9362.0224609375,10860210,9.870450339296724,,False,False,10000.0,0.0
2020-02-20,10899.0,10926.0,10526.0,10671.0,9424.7314453125,6594650,9.821976672805391,,False,False,10000.0,0.0
2020-02-21,10716.0,11361.0,10675.0,11361.0,10034.146484375,6380254,7.203962179198555,,False,False,10000.0,0.0
2020-02-24,11510.0,12346.0,11519.0,11859.0,10473.982421875,8316510,0.0,,False,False,10000.0,0.0
2020-02-25,11185.0,11491.0,11140.0,11323.0,10000.58203125,3721877,19.476744186046503,,False,False,10000.0,0.0
2020-02-26,11133.0,11417.0,10677.0,11044.0,9754.1689453125,6306799,39.2960462873674,,False,False,10000.0,0.0
2020-02-27,11148.0,11278.0,10962.0,11110.0,9812.458984375,3886933,39.39101014983084,,False,False,10000.0,0.0
2020-02-28,10000.0,10326.0,9000.0,9222.0,8144.9599609375,9130907,82.73645546372819,,False,True,10000.0,0.0
2020-03-02,9650.0,9842.0,9330.0,9551.0,8435.53515625,4643657,87.24983860555197,,False,True,10000.0,0.0
2020-03-03,9531.0,10176.0,9649.0,9970.0,8805.6005859375,4467031,72.69372693726937,,False,True,10000.0,0.0
2020-03-04,10200.0,10766.0,10117.0,10480.0,9256.0361328125,5008266,58.77957658779576,,False,True,10000.0,0.0
2020-03-05,10270.0,10844.0,10178.0,10756.0,9499.802734375,5827144,55.17241379310345,,False,True,10000.0,0.0
2020-03-06,11251.0,11479.0,10861.0,11120.0,9821.2919921875,5645027,0.0,,False,False,10000.0,0.0
2020-03-09,10500.0,11433.0,10410.0,10858.0,9589.8896484375,10753686,14.309120699071556,,False,False,10000.0,0.0
2020-03-10,10789.0,10887.0,10105.0,10260.0,9061.73046875,7775866,42.7860696517413,,False,False,10000.0,0.0
2020-03-11,10390.0,10710.0,10299.0,10555.0,9414.0322265625,7110035,47.910863509749305,,False,False,10000.0,0.0
2020-03-12,9494.0,9905.0,8300.0,8928.0,7962.90869140625,6823085,79.05276541640178,,False,True,10000.0,0.0
2020-03-13,8435.0,8995.0,7653.0,7950.0,7090.6259765625,7774678,92.15425531914893,,False,True,10000.0,0.0
2020-03-16,6850.0,7669.0,6397.0,7423.0,6620.59375,7435918,92.67080745341615,,False,True,10000.0,0.0
2020-03-17,8375.0,8868.0,7400.0,8737.0,7792.5546875,7006093,66.06201223370596,,False,True,10000.0,0.0
2020-03-18,8798.0,8982.0,8300.0,8560.0,7634.6875,7441159,71.57689811810513,,False,True,10000.0,0.0
2020-03-19,7610.0,8069.0,6690.0,6813.0,6076.533203125,10199662,72.29601518026566,,False,True,10000.0,0.0
2020-03-20,8120.0,8657.0,7670.0,7674.0,6844.4619140625,9679398,52.98313878080415,,False,True,10000.0,0.0
2020-03-23,7000.0,8125.0,6959.0,8014.0,7147.708984375,5997182,43.343095291732375,,False,False,10000.0,0.0
2020-03-24,8555.0,9720.0,8310.0,9119.0,8133.26025390625,5950572,45.48463356973995,,False,False,10000.0,0.0
2020-03-25,9574.0,11223.0,9406.0,10650.0,9498.7646484375,5732111,31.285816618911184,,False,False,10000.0,0.0
2020-03-26,10665.0,11751.0,10674.0,11396.0,10164.1240234375,4710818,0.0,,False,False,10000.0,0.0
2020-03-27,9885.0,10521.0,9487.0,9652.0,8608.64453125,5013308,31.906330040248818,,False,False,10000.0,0.0
2020-03-30,9145.0,10314.0,8703.0,9988.0,8908.3251953125,5767797,31.929696082021238,,False,False,10000.0,0.0
2020-03-31,9125.0,9482.0,8837.0,9228.0,8230.4775390625,7601182,48.934922806331834,,False,False,10000.0,0.0
2020-04-01,8650.0,8971.0,8341.0,8779.0,7830.013671875,4382675,73.18463444857497,,False,True,10000.0,0.0
2020-04-02,9075.0,9796.0,8873.0,9724.0,8672.861328125,4452101,69.74492205951819,,False,True,10000.0,0.0
2020-04-03,9695.0,10194.0,9418.0,10091.0,9000.1904296875,10228206,42.31711585579279,,False,False,10000.0,0.0
2020-04-06,10300.0,10761.0,10150.0,10640.0,9489.8447265625,3184416,39.381107491856675,,False,False,10000.0,0.0
2020-04-07,10840.0,11289.0,10477.0,10820.0,9650.38671875,4359788,18.032128514056225,,False,False,10000.0,0.0
2020-04-08,10262.0,10679.0,10261.0,10468.0,9336.4375,3031680,14.709569577935639,,False,False,10000.0,0.0
2020-04-09,10698.0,11627.0,10518.0,11288.0,10067.7978515625,2794634,15.520282186948862,,False,False,10000.0,0.0
2020-04-14,11900.0,13699.0,11772.0,13491.0,12032.6591796875,5786698,8.57699805068225,,False,False,10000.0,0.0
2020-04-15,12800.0,13319.0,12414.0,12855.0,11465.4091796875,5001096,23.574325936530656,,False,False,10000.0,0.0
2020-04-16,13052.0,13252.0,12561.0,12598.0,11236.189453125,4314755,29.170571696344894,,False,False,10000.0,0.0
2020-04-17,12201.0,12395.0,11774.0,12028.0,10727.8056640625,3360723,32.612572447614795,,False,False,10000.0,0.0
2020-04-20,11874.0,12399.0,11777.0,12258.0,10932.943359375,2403819,37.55133470225873,,False,False,10000.0,0.0
2020-04-21,12745.0,13179.0,12028.0,12239.0,10915.9970703125,5012860,86.56542056074767,,False,True,10000.0,0.0
2020-04-22,12301.0,13522.0,12301.0,13360.0,11915.8203125,4063647,38.507055075102414,,False,False,10000.0,0.0
2020-04-23,13820.0,16050.0,13872.0,15694.0,13997.5205078125,7918862,13.781001403837152,,False,False,10000.0,0.0
2020-04-24,15495.0,15975.0,15125.0,15784.0,14077.7939453125,3733314,0.5007907221929315,,False,False,10000.0,0.0
2020-04-28,14755.0,14996.0,14242.0,14448.0,12886.2109375,6029501,27.653061224489804,,False,False,10000.0,0.0
2020-04-29,14490.0,14706.0,14091.0,14159.0,12628.451171875,3260445,31.431334622823982,,False,False,10000.0,0.0
2020-04-30,14850.0,14850.0,13919.0,14182.0,12648.9638671875,3398679,39.90667976424361,,False,False,10000.0,0.0
2020-05-04,14570.0,15115.0,14305.0,15013.0,13390.134765625,3883966,63.2541845075905,,False,True,10000.0,0.0
2020-05-05,14950.0,14939.0,14066.0,14210.0,12673.9375,3797945,73.97928092626447,,False,True,10000.0,0.0
2020-05-06,14770.0,14886.0,14300.0,14695.0,13106.5107421875,3944595,44.919786096256686,,False,False,10000.0,0.0
2020-05-07,14628.0,15000.0,14200.0,14551.0,12978.076171875,4042453,41.42607174103237,,False,False,10000.0,0.0
2020-05-08,15120.0,15365.0,14757.0,15223.0,13577.43359375,2497736,32.26575809199319,,False,False,10000.0,0.0
2020-05-11,15065.0,15267.0,14652.0,14763.0,13167.1591796875,2150485,54.875195007800315,,False,True,10000.0,0.0
2020-05-12,14734.0,15182.0,14369.0,15104.0,13471.2978515625,2501397,28.734538534728827,,False,False,10000.0,0.0
2020-05-13,14500.0,15287.0,14426.0,15130.0,13494.4873046875,3259981,36.76202069385271,,False,False,10000.0,0.0
2020-05-14,15218.0,15774.0,15009.0,15496.0,13820.923828125,3382395,24.664879356568363,,False,False,10000.0,0.0
2020-05-15,15601.0,15967.0,15207.0,15675.0,13980.5751953125,4064329,33.52769679300292,,False,False,10000.0,0.0
2020-05-18,15999.0,16312.0,15169.0,15500.0,13824.4912109375,4161121,16.09935602575898,,False,False,10000.0,0.0
2020-05-19,14605.0,15743.0,14424.0,15659.0,13966.3046875,4361927,19.337016574585647,,False,False,10000.0,0.0
2020-05-20,15795.0,15978.0,14974.0,15062.0,13433.837890625,3688090,52.303523035230356,,False,True,10000.0,0.0
2020-05-21,14200.0,14816.0,14006.0,14013.0,12498.232421875,3744100,84.34460398332561,,False,True,10000.0,0.0
2020-05-22,14659.0,14934.0,13924.0,14288.0,12743.505859375,4842133,80.75388026607538,,False,True,10000.0,0.0
2020-05-25,13880.0,14262.0,13686.0,13972.0,12461.666015625,2143155,81.8864774624374,,False,True,10000.0,0.0
2020-05-26,14019.0,14172.0,13235.0,13250.0,11817.7109375,3381599,90.70631970260223,,False,True,10000.0,0.0
2020-05-27,13110.0,13277.0,12690.0,12810.0,11425.275390625,3250313,90.18558172733762,,False,True,10000.0,0.0
2020-05-28,13058.0,13564.0,12994.0,13409.0,11959.5234375,3321979,62.84013605442177,,False,True,10000.0,0.0
2020-05-29,13350.0,13967.0,13326.0,13710.0,12227.986328125,9155407,62.15306980656013,,False,True,10000.0,0.0
2020-06-01,14180.0,14401.0,13472.0,13578.0,12110.255859375,2309332,58.979033728350046,,False,True,10000.0,0.0
2020-06-02,13707.0,14292.0,13629.0,13891.0,12389.419921875,4009408,32.04481792717087,,False,False,10000.0,0.0
2020-06-03,13450.0,13447.0,12537.0,12695.0,11322.705078125,4085673,52.26288862652499,,False,True,10000.0,0.0
2020-06-04,12751.0,13474.0,12532.0,12585.0,11224.595703125,5018120,70.07797270955166,,False,True,10000.0,0.0
2020-06-05,12590.0,12790.0,11833.0,12000.0,10702.833984375,6408710,86.60102739726028,,False,True,10000.0,0.0
2020-06-08,12180.0,12447.0,12101.0,12380.0,11041.7548828125,7100700,73.1811145510836,,False,True,10000.0,0.0
2020-06-09,12155.0,13050.0,12051.0,12905.0,11510.0048828125,4147284,67.63233190271816,,False,True,10000.0,0.0
2020-06-10,13096.0,13122.0,12513.0,12610.0,11246.892578125,3382896,52.242744063324544,,False,True,10000.0,0.0
2020-06-11,13210.0,13970.0,13164.0,13847.0,12350.17578125,4374947,29.119788219722025,,False,False,10000.0,0.0
2020-06-12,13025.0,13729.0,13154.0,13257.0,11823.9541015625,4284700,29.23686818632308,,False,False,10000.0,0.0
2020-06-15,12940.0,12939.0,12374.0,12735.0,11358.380859375,5004134,44.398863994951085,,False,False,10000.0,0.0
2020-06-17,12968.0,13422.0,12762.0,13325.0,11884.6025390625,3927319,43.5064935064935,,False,False,10000.0,0.0
2020-06-18,13370.0,13622.0,13077.0,13290.0,11853.3876953125,5315006,38.56758574310693,,False,False,10000.0,0.0
2020-06-19,13570.0,14570.0,13416.0,14377.0,12822.8857421875,12206486,40.61614730878187,,False,False,10000.0,0.0
2020-06-22,14690.0,15201.0,14445.0,14833.0,13229.5927734375,3712240,20.70631970260223,,False,False,10000.0,0.0
2020-06-23,14720.0,15908.0,14781.0,15786.0,14079.5751953125,3644619,1.1214354373598212,,False,False,10000.0,0.0
2020-06-24,15880.0,16048.0,15257.0,15571.0,13887.8173828125,2821826,9.104151493080849,,False,False,10000.0,0.0
2020-06-25,15571.0,15990.0,15238.0,15336.0,13678.220703125,4072976,15.274949083503046,,False,False,10000.0,0.0
2020-06-26,15359.0,15635.0,15146.0,15364.0,13703.193359375,2463501,23.847376788553262,,False,False,10000.0,0.0
2020-06-29,15435.0,15848.0,15433.0,15730.0,14029.6298828125,3861387,25.041736227045078,,False,False,10000.0,0.0
2020-06-30,15804.0,16233.0,15783.0,16222.0,14468.4453125,2970051,33.68263473053892,,False,False,10000.0,0.0
2020-07-01,16250.0,16681.0,15700.0,15858.0,14143.7939453125,2601788,40.33670033670034,,False,False,10000.0,0.0
2020-07-02,15911.0,16376.0,15755.0,16229.0,14474.689453125,3150002,22.455274521900066,,False,False,10000.0,0.0
2020-07-03,15900.0,16258.0,15864.0,16075.0,14337.3369140625,1690140,29.650829994275895,,False,False,10000.0,0.0
2020-07-06,15899.0,16274.0,15792.0,16165.0,14417.6083984375,2178651,35.21414004078858,,False,False,10000.0,0.0
2020-07-07,16320.0,17072.0,16106.0,16938.0,15107.0498046875,3681712,29.566210045662103,,False,False,10000.0,0.0
2020-07-08,17100.0,17432.0,16996.0,17310.0,15438.8369140625,3854450,8.75,,False,False,10000.0,0.0
2020-07-09,17494.0,17991.0,17295.0,17559.0,15660.921875,4321380,9.401709401709411,,False,False,10000.0,0.0
2020-07-10,17250.0,18363.0,17000.0,17732.0,15815.21875,4366462,0.0,,False,False,10000.0,0.0
2020-07-13,17740.0,18358.0,17652.0,17922.0,15984.6787109375,3958364,0.0,,False,False,10000.0,0.0
2020-07-14,17695.0,18400.0,17290.0,18266.0,16291.4951171875,3119866,0.0,,False,False,10000.0,0.0
2020-07-15,18274.0,18850.0,18021.0,18281.0,16304.873046875,6706249,0.0,,False,False,10000.0,0.0
2020-07-16,18280.0,18910.0,18307.0,18670.0,16651.822265625,4360300,0.0,,False,False,10000.0,0.0
2020-07-17,18675.0,19201.0,18632.0,19191.0,17116.505859375,2472397,0.0,,False,False,10000.0,0.0
2020-07-20,19400.0,19940.0,19294.0,19840.0,17695.34765625,4513383,0.0,,False,False,10000.0,0.0
2020-07-21,19996.0,20235.0,19409.0,19552.0,17438.48046875,3737466,15.467239527389907,,False,False,10000.0,0.0
2020-07-22,19799.0,20424.0,19589.0,20228.0,18041.408203125,4777986,11.414982164090361,,False,False,10000.0,0.0
2020-07-23,20510.0,21500.0,20387.0,20577.0,18352.681640625,4354394,11.598872331856626,,False,False,10000.0,0.0
2020-07-24,19964.0,21048.0,19883.0,21000.0,18729.958984375,5966718,12.075471698113219,,False,False,10000.0,0.0
2020-07-27,21500.0,23330.0,21402.0,23049.0,20557.466796875,6434956,7.608982826948477,,False,False,10000.0,0.0
2020-07-28,22400.0,22912.0,21526.0,22798.0,20333.6015625,7179785,6.696905016008543,,False,False,10000.0,0.0
2020-07-29,22350.0,23399.0,22020.0,22537.0,20100.8125,6145905,15.361536153615361,,False,False,10000.0,0.0
2020-07-30,22450.0,23091.0,22187.0,22240.0,19835.91796875,6568636,24.657116732703443,,False,False,10000.0,0.0
2020-07-31,22315.0,23200.0,21892.0,22254.0,19848.40234375,6453415,28.168523676880227,,False,False,10000.0,0.0
2020-08-03,22536.0,22805.0,21825.0,22166.0,19769.916015625,4500017,98.46322722283205,,False,True,10000.0,0.0
2020-08-04,22252.0,22884.0,22113.0,22848.0,20378.193359375,3664834,48.1371087928465,,False,False,10000.0,0.0
2020-08-05,25140.0,25569.0,24239.0,24625.0,21963.10546875,3781390,13.470958712386278,,False,False,10000.0,0.0
2020-08-06,24650.0,25345.0,24027.0,24883.0,22193.216796875,8210746,3.1216743526073003,,False,False,10000.0,0.0
2020-08-07,24299.0,24875.0,23272.0,23551.0,21005.201171875,4288304,34.32438965433889,,False,False,10000.0,0.0
2020-08-11,22490.0,22572.0,21139.0,21139.0,18853.931640625,5671548,57.947686116700204,,False,True,10000.0,0.0
2020-08-12,20501.0,22175.0,20300.0,21209.0,18916.36328125,9522083,64.01094204137459,,False,True,10000.0,0.0
2020-08-13,20900.0,21745.0,20864.0,21563.0,19232.1015625,3640129,84.59105286940805,,False,True,10000.0,0.0
2020-08-14,21540.0,21974.0,21152.0,21393.0,19080.4765625,2245087,90.22591055786077,,False,True,10000.0,0.0
2020-08-17,21407.0,22581.0,21346.0,22330.0,19916.185546875,4322721,65.48313466903373,,False,True,10000.0,0.0
2020-08-18,22953.0,23300.0,22115.0,22258.0,19851.97265625,5622840,15.09669369931379,,False,False,10000.0,0.0
2020-08-19,21840.0,22248.0,21375.0,21540.0,19211.583984375,5778602,42.64771212794313,,False,False,10000.0,0.0
2020-08-20,21093.0,21540.0,20821.0,21438.0,19120.611328125,3140833,53.12656328164082,,False,True,10000.0,0.0
2020-08-21,21500.0,21777.0,20420.0,21337.0,19030.52734375,3786093,51.45077720207254,,False,True,10000.0,0.0
2020-08-24,22002.0,22055.0,21186.0,21175.0,18886.0390625,3134011,100.0,,False,True,10000.0,0.0
2020-08-25,21290.0,21590.0,20534.0,20619.0,18390.14453125,2064372,100.0,,False,True,10000.0,0.0
2020-08-26,20551.0,21543.0,20339.0,21518.0,19191.962890625,2466136,50.604395604395606,,False,True,10000.0,0.0
2020-08-27,21620.0,22193.0,20942.0,21060.0,18783.46875,2469458,58.685661764705884,,False,True,10000.0,0.0
2020-08-28,21599.0,21965.0,21253.0,21965.0,19590.64453125,3782476,39.46308724832215,,False,False,10000.0,0.0
2020-08-31,22148.0,22599.0,21878.0,21907.0,19538.9140625,5825364,37.27399165507649,,False,False,10000.0,0.0
2020-09-01,22459.0,22558.0,20983.0,21127.0,18843.228515625,3071089,41.806451612903224,,False,False,10000.0,0.0
2020-09-02,21200.0,21300.0,20182.0,20507.0,18290.248046875,2723620,67.91917759659695,,False,True,10000.0,0.0
2020-09-03,20200.0,20602.0,20150.0,20406.0,18200.16796875,1879705,63.271103896103895,,False,True,10000.0,0.0
2020-09-04,20795.0,21372.0,19867.0,20115.0,17940.625,3592387,100.0,,False,True,10000.0,0.0
2020-09-07,20620.0,21071.0,20550.0,20650.0,18417.7890625,1652299,77.00902449505801,,False,True,10000.0,0.0
2020-09-08,20705.0,20911.0,20187.0,20889.0,18630.95703125,3348404,56.662933930571114,,False,True,10000.0,0.0
2020-09-09,21060.0,21849.0,20549.0,21831.0,19621.421875,3074541,18.59582542694497,,False,False,10000.0,0.0
2020-09-10,22090.0,22652.0,21520.0,22151.0,19909.03125,3359667,12.505371723248828,,False,False,10000.0,0.0
2020-09-11,21720.0,22559.0,21722.0,22054.0,19821.8515625,2148304,4.547585560243789,,False,False,10000.0,0.0
2020-09-14,22362.0,23516.0,21806.0,23380.0,21013.640625,3851032,3.317373461012309,,False,False,10000.0,0.0
2020-09-15,24300.0,24800.0,23618.0,23759.0,21354.279296875,5537975,3.165796344647532,,False,False,10000.0,0.0
2020-09-16,24005.0,24135.0,23296.0,23500.0,21121.494140625,2444832,14.951700965980677,,False,False,10000.0,0.0
2020-09-17,22501.0,22984.0,21746.0,22001.0,19774.21484375,5493468,52.10674157303371,,False,True,10000.0,0.0
2020-09-18,22496.0,22480.0,21821.0,21821.0,19612.4296875,5746035,53.197913807301674,,False,True,10000.0,0.0
2020-09-21,21500.0,21721.0,20725.0,21057.0,18925.7578125,2546632,87.69879909120415,,False,True,10000.0,0.0
2020-09-22,20599.0,20902.0,19807.0,20377.0,18314.583984375,3048746,100.0,,False,True,10000.0,0.0
2020-09-23,19919.0,20691.0,19809.0,20018.0,17991.91796875,2974291,100.0,,False,True,10000.0,0.0
2020-09-25,20018.0,20565.0,19535.0,20054.0,18024.2734375,2315303,98.21693907875186,,False,True,10000.0,0.0
2020-09-28,19702.0,20650.0,19866.0,20200.0,18155.498046875,1696646,90.83123425692695,,False,True,10000.0,0.0
2020-09-29,20600.0,21016.0,20272.0,20941.0,18821.5,1650383,52.95616717635066,,False,True,10000.0,0.0
2020-09-30,20999.0,21076.0,20250.0,20328.0,18270.541015625,2503919,51.29287598944592,,False,True,10000.0,0.0
2020-10-01,20550.0,20897.0,20267.0,20565.0,18483.5546875,1616280,34.574168076706144,,False,False,10000.0,0.0
2020-10-02,21040.0,21045.0,20048.0,20387.0,18323.568359375,2170192,41.30548302872063,,False,False,10000.0,0.0
2020-10-05,20050.0,20777.0,19775.0,20625.0,18537.484375,2136184,39.412057797708016,,False,False,10000.0,0.0
2020-10-06,20620.0,20854.0,20226.0,20406.0,18340.646484375,1679792,68.01346801346801,,False,True,10000.0,0.0
2020-10-07,20075.0,20259.0,19400.0,19859.0,17849.01171875,2253046,66.52572233967584,,False,True,10000.0,0.0
2020-10-08,19899.0,20468.0,19898.0,20210.0,18164.486328125,2233074,61.57860404435747,,False,True,10000.0,0.0
2020-10-09,20700.0,21547.0,20701.0,21539.0,19358.974609375,2242206,28.53949329359166,,False,False,10000.0,0.0
2020-10-12,21596.0,21822.0,21111.0,21355.0,19193.59765625,1417750,36.12167300380228,,False,False,10000.0,0.0
2020-10-13,21052.0,21317.0,20585.0,20645.0,18555.458984375,1687130,46.17109900672861,,False,False,10000.0,0.0
2020-10-14,20990.0,21696.0,20960.0,21437.0,19267.298828125,1779903,26.559714795008915,,False,False,10000.0,0.0
2020-10-15,21290.0,21456.0,20975.0,21229.0,19080.349609375,1531523,34.19174681973317,,False,False,10000.0,0.0
2020-10-16,21250.0,21251.0,20477.0,20544.0,18464.681640625,1167112,69.29042264443584,15034.43,False,True,10000.0,0.0
2020-10-19,20620.0,20847.0,20300.0,20317.0,18260.658203125,1218166,69.79405034324942,15089.015,False,True,10000.0,0.0
2020-10-20,20270.0,20225.0,19718.0,20152.0,18112.35546875,1180876,61.86807896003852,15141.695,False,True,10000.0,0.0
2020-10-21,20301.0,20721.0,20100.0,20615.0,18528.49609375,2397831,73.51258581235697,15196.335,False,True,10000.0,0.0
2020-10-22,20289.0,20295.0,18613.0,18847.0,16939.439453125,4532916,86.00362756952842,15243.36,False,True,10000.0,0.0
2020-10-23,19150.0,19343.0,18314.0,18389.0,16527.794921875,5324972,84.97241155469004,15288.58,False,True,10000.0,0.0
2020-10-26,18350.0,18979.0,18324.0,18811.0,16907.08203125,2119070,72.98534798534799,15337.93,False,True,10000.0,0.0
2020-10-27,18700.0,18881.0,18267.0,18366.0,16507.123046875,2354107,75.1124859392576,15385.6,False,True,10000.0,0.0
2020-10-28,18750.0,18861.0,17510.0,17591.0,15810.5615234375,1752408,89.0899689762151,15429.39,False,True,10000.0,0.0
2020-10-29,17997.0,17926.0,17032.0,17659.0,15871.6787109375,2458948,77.39852398523985,15474.015,False,True,10000.0,0.0
2020-10-30,17230.0,17546.0,17120.0,17265.0,15517.55859375,3500558,76.71102661596959,15516.46,False,True,10000.0,0.0
2020-11-02,17750.0,18431.0,17625.0,18431.0,16565.544921875,2016104,56.67134831460674,15564.1,False,True,10000.0,0.0
2020-11-03,19124.0,19277.0,18702.0,19003.0,17079.6484375,1389353,39.294117647058826,15614.42,False,False,10000.0,0.0
2020-11-04,18810.0,19050.0,18306.0,18368.0,16508.919921875,3057338,36.296296296296305,15659.775,False,False,10000.0,0.0
2020-11-05,18361.0,19587.0,18000.0,19396.0,17432.873046875,2296432,27.11462450592886,15711.26,False,False,10000.0,0.0
2020-11-06,19901.0,20190.0,19456.0,19960.0,17939.7890625,1671262,16.015132408575028,15765.525,False,False,10000.0,0.0
2020-11-09,20222.0,20299.0,16683.0,16865.0,15158.0439453125,4188354,63.28469630132338,15804.025,False,True,10000.0,0.0
2020-11-10,17400.0,18063.0,17219.0,17702.0,15910.330078125,3729143,60.56177950966066,15846.83,False,True,10000.0,0.0
2020-11-11,17460.0,17645.0,16600.0,16600.0,14919.8642578125,4093716,63.34138243284033,15882.995,False,True,10000.0,0.0
2020-11-12,16680.0,17498.0,16091.0,16492.0,14822.794921875,2799568,75.44689800210304,15920.285,False,True,10000.0,0.0
2020-11-13,16470.0,16691.0,16253.0,16632.0,14948.626953125,1704212,81.5032184778493,15958.99,False,True,10000.0,0.0
2020-11-16,16700.0,16799.0,15785.0,15813.0,14212.5185546875,3135719,67.49833666001331,15990.415,False,True,10000.0,0.0
2020-11-17,15700.0,15830.0,15094.0,15830.0,14227.798828125,3807304,92.81793229643183,16020.67,False,True,10000.0,0.0
2020-11-18,15594.0,15638.0,15130.0,15151.0,13617.5205078125,3319936,91.09472490073738,16048.07,False,True,10000.0,0.0
2020-11-19,14751.0,14995.0,14251.0,14619.0,13139.3671875,4701726,92.8212162780064,16074.615,False,True,10000.0,0.0
2020-11-20,14500.0,14866.0,14344.0,14799.0,13301.150390625,2980615,91.15401885945218,16102.71,False,True,10000.0,0.0
2020-11-23,14848.0,14965.0,13895.0,13985.0,12569.537109375,3425350,91.13411341134113,16125.205,False,True,10000.0,0.0
2020-11-24,13940.0,16810.751953125,12776.0,12960.0,11648.279296875,6631785,94.42724458204334,16138.41,False,True,10000.0,0.0
2020-11-25,12930.0,13321.0,12718.0,13095.0,11769.615234375,5060755,88.27252419955323,16154.03,False,True,10000.0,0.0
2020-11-26,13100.0,14527.0,13141.0,13370.0,12016.7822265625,1692057,75.71016879374228,16172.685,False,True,10000.0,0.0
